loc,length,bug type,approach
341,3,Timestamp-Dependency,code snippet injection
328,5,Timestamp-Dependency,code snippet injection
315,5,Timestamp-Dependency,code snippet injection
302,3,Timestamp-Dependency,code snippet injection
285,9,Timestamp-Dependency,code snippet injection
196,5,Timestamp-Dependency,code snippet injection
178,9,Timestamp-Dependency,code snippet injection
166,5,Timestamp-Dependency,code snippet injection
150,9,Timestamp-Dependency,code snippet injection
141,4,Timestamp-Dependency,code snippet injection
130,4,Timestamp-Dependency,code snippet injection
72,5,Timestamp-Dependency,code snippet injection
57,5,Timestamp-Dependency,code snippet injection
256,9,Timestamp-Dependency,code snippet injection
243,4,Timestamp-Dependency,code snippet injection
233,9,Timestamp-Dependency,code snippet injection
222,9,Timestamp-Dependency,code snippet injection
217,4,Timestamp-Dependency,code snippet injection
211,5,Timestamp-Dependency,code snippet injection
110,3,Timestamp-Dependency,code snippet injection
106,3,Timestamp-Dependency,code snippet injection
99,5,Timestamp-Dependency,code snippet injection
95,3,Timestamp-Dependency,code snippet injection
91,3,Timestamp-Dependency,code snippet injection
86,4,Timestamp-Dependency,code snippet injection
49,3,Timestamp-Dependency,code snippet injection
